"sha","hour_block","day_of_week"
"1b35a077221481e9bf4aeea07d1264973e7f3bf6","06-09","Thursday"
"6673a404da94228dbb9506d0ab2f51561f82f6c9","09-12","Thursday"
"c7072c0490cb80b448622a27eb1056576d6b92a4","09-12","Thursday"
"5c1e95deafe9692cd1f3be591e27452fb18f8d5f","12-15","Thursday"
"e6960f1ad63f40ff4ccde6c86b17e051b302c104","12-15","Thursday"
"047569cf2d0596f3da7739b30ea51d4aa4920678","12-15","Thursday"
"9514090e0203a38726074ba88238baa164b7e2dd","12-15","Thursday"
"9be22e4cc09faba5db6432ccac8d2193114d95ee","15-18","Thursday"
"1950efe9dca05f7ceba736202ad77821fb363099","15-18","Thursday"
"3689cee485215651bdb5ef434f24ab8774995a37","18-21","Thursday"
"bdfebad5c9491234a78453856bd8c3baac98f75e","03-06","Friday"
"6becb7031618867bc253aefc9e3e216629575d2d","06-09","Friday"
"a60429eadfffb5fb0f867c220a6cecf628692dcf","06-09","Friday"
"2d44584f7062113d2db2b8db92230911f8c19e3c","09-12","Friday"
"7b0fc01a973d508963ef181705ef978c1452c88a","09-12","Friday"
"f03f73100e8a7d6019249889de567cb00e71e457","15-18","Friday"
"578cbb24fbd7e4bbeef2e61078c5d333aeda0448","15-18","Friday"
"3003b16998a936b331b7f8367a8189a769f47f39","18-21","Friday"
"fc0e5a4d42ee882ca5bc20ea65be38b2c739644d","18-21","Friday"
"e22ce9baed19ddf771db59b7da1d25e240430625","18-21","Friday"
"e0f21f43c63b13fd48f55aa660746edc37df1458","18-21","Friday"
"b459af3ee0f94cd246e3d401ca3eec18ffd85db0","18-21","Friday"
"41fb9b4c493dc74be7c21f68a2877cb2de97d983","21-00","Friday"
"d86a1d207c2534643b9031702f98e27e3fc095eb","06-09","Saturday"
"546588a9dd02860e8bba2e47b8d87b18927c6186","12-15","Saturday"
"00e10560983b4cff7279100b9cf5cd5dd8cdf877","15-18","Saturday"
"39f8a932b4981764c47e81b9633e53bbf3b756c8","15-18","Saturday"
"22b75b2d7fa7e79097539dc3d4b6e316b3e9673f","18-21","Saturday"
"a29887451fa4807e56fb60e9ef72af4bcdf4924f","03-06","Sunday"
"6724eeb6210d5965937eaf9dae3e476eb30f8268","06-09","Sunday"
"66299338eb24aa71eb2e27ebd8b76079b39fd305","09-12","Sunday"
"b6f9331de6aa676355e7e2050a6f2468fecf9418","12-15","Sunday"
"b6836986846058e9e5fa271fb7b22ae721020787","18-21","Sunday"
"10aa704e3d87ce951cb79f28492eed916bc18fe3","18-21","Sunday"
"f2ebc292fe63d2ddd0686d90c3acc0630f017a07","03-06","Monday"
"69bc90b82403b705b3c30176cc3d64b767f2252e","06-09","Monday"
"fe4a6c843acd97c776d5890116bfa85356a54eee","06-09","Monday"
"d2c038e0437a23ce1f41960ce6e27216d9f9e579","06-09","Monday"
"232771869030d708c57f840aea735b18bd4bffb2","09-12","Monday"
"0560881f0eaef9c583b11e937bf1f79d13e5ac7c","09-12","Monday"
"eb27641a74a1f591abae28737b9881f588b08d7c","12-15","Monday"
"e01ff4749cb2469b21f467a1b0089d0115f39368","15-18","Monday"
"34d6efc2d55fe60642ef7617ad061aae298938f1","18-21","Monday"
"f0b91ac6a75a9f6f74663f8300078db09337cb16","18-21","Monday"
"4266a545b0cb523d162cb65ad40415593122cbc4","06-09","Tuesday"
"8b146152d62118defb3004c997c89c99348ef948","06-09","Tuesday"
"547f5846bfdf9bd973d40be2dd63484329f95dd4","06-09","Tuesday"
"1d564adc1c5dc31d0c9717d608250b60f9742acb","06-09","Tuesday"
"79bcc2e668e648098aad6eaa87fe8823c76bc69a","09-12","Tuesday"
"2a79fb74fd7203fe82b9384af42a59b3a41f84e9","12-15","Tuesday"
"ac65b82eeeeaa670e09a83c7da65cbac7e89f8db","15-18","Tuesday"
"a1ba15570219d2fe77466367e84fafa92cbdb24e","18-21","Tuesday"
"05ca9cf0cc3fb8581bdb6c5648c787fa3cf4acc6","18-21","Tuesday"
"d136457686c06dc0720fc83fd24ce38642bdfd30","18-21","Tuesday"
"43fa157e51ac6abe6de8475c7fd356507f453d8f","18-21","Tuesday"
"12c8099846a55ba43bf7d48bab3d01ab697f97a4","21-00","Tuesday"
"743bf5a0ae1279c96d018aad54dcce108f16dc96","21-00","Tuesday"
"c76d57a67f1091e49cc9a8255054970e05ab1de5","03-06","Wednesday"
"8f65aee8f3c4dfdd6c4195d97f57f4267d37c209","03-06","Wednesday"
"afe293d934b32a586c6ff09a79eafbfd5ff391f0","03-06","Wednesday"
"fe7a1aa0962538a99f5e73dbd3890a6f210d22ed","06-09","Wednesday"
"c508b8e5310447b302128d8fbcc5c297a3e6e244","06-09","Wednesday"
"14eb1d3116ecef15be7be9a8f9d08757e74f981c","09-12","Wednesday"
"79eac7687cf7c6bcaa4df2b8735efaad79a7fee2","09-12","Wednesday"
"8f41584777d5121b5323cc14f7c29f5ebaf736fb","12-15","Wednesday"
"f4c4b7748655cd11d2c297de38563b2e6b840221","12-15","Wednesday"
"0c2778f348f61f3bf08b840676d681e93a60f54a","12-15","Wednesday"
"2508787ea35bb5d64c8632f1e6075a753a467500","15-18","Wednesday"
"44c7bee37db1fcbaf1563a04747f1128ce9f90a4","18-21","Wednesday"
"5a4106d96e670b82004dd6fa221cf3c29b2496a9","00-03","Thursday"
"fd116cc1964c49e21aaac6062fff596764833c59","12-15","Thursday"
"2892fe89fa71fb7d6d16427dd344764d4bccaa29","12-15","Thursday"
"3dda1557a19c2ae3923d6ce753be8b5a93831cbb","12-15","Thursday"
"fa81c3ad4c7ed83ee3aa6375dcbf3235f3663287","15-18","Thursday"
"b99f1b1b2c9fe166a8b2c080c473b02c89d0c2b8","15-18","Thursday"
"c48f7444edb0795c045d259e03d9cff61a18fa67","15-18","Thursday"
"479719297ff4efa8373dc7b6909bfc59a5444c3a","15-18","Thursday"
"59d64d8f2ed3c0e7b93d3c07041d47883cabb908","21-00","Thursday"
"116e607ddcb32480e57c342f48226545ac6fc315","06-09","Friday"
"3ead4aa610b3381c8b3f4eecc2be34bb8c9ba16b","06-09","Friday"
"42c409dc43a260161d7081049c3caacb4f6037f5","09-12","Friday"
"3bfc0817ecec5d1c8b4214f39fe14c8dd29b7b90","09-12","Friday"
"ca13c7b77ea0e7d37bfe893871bab565d26884d0","09-12","Friday"
"fa07812d1013f964a4736eade3ba3e1a60f12692","09-12","Friday"
"dfd827e4472fa63e30c6724c4a16ef26fd4a396f","12-15","Friday"
"b156db3a70cca5b3d231c0c49f013fbd0af5d194","15-18","Friday"
"e4ca68818eec0f29ef04a1a5bfec3241ea03bf8c","15-18","Friday"
"415e0767616121854b6a29b3e44387f708cdf81e","15-18","Friday"
"24e3d6ce57eae1784066ed5678369e61637285a4","18-21","Friday"
"5c887988b02b02e60f693c9341013592a291ee27","21-00","Friday"
"72d09a677fea22b51dbf20f3b12bae6b3c1e4792","21-00","Friday"
"d49fa999a94a2269dd6661fe5eebbb4c768c7848","21-00","Friday"
"05a67efe32af248ca191ea59815b3b202f893f46","21-00","Friday"
"b28c90354f110bd598ddce193cf82cb1416adbc8","21-00","Friday"
"4a6efe520f6b357002072bf5955eb731d5bfd716","06-09","Saturday"
"e21eae0f9c4d0904f23271549b997313054289c9","06-09","Saturday"
"5dddf579907d0eaec28a17cf62e32da9a8d627ca","09-12","Saturday"
"9a35a40c59c0ebd146683c317c2f208ac5e7398c","09-12","Saturday"
"371833e076d033be84f109cce980a6275032833c","15-18","Saturday"
"0db0ff14da449dc3dbfe9577ccdb12db946b9647","15-18","Saturday"
"3aff742d3941ddcca60197e0327c46bd39471391","15-18","Saturday"
"8057659e96ef1375e9fbe9afb44d494e09483190","06-09","Sunday"
"63e11171b833ec87ebdc169377b18406bcf76abe","06-09","Sunday"
"2c645d59d505a99c8e7507ef05d6f3ecf430d578","06-09","Sunday"
"62a534dbc7fa8ddb4c249ade85c558b64d1630dd","06-09","Sunday"
"4c581fa6e84f15e8fd0ba7300e210a70177f6c78","18-21","Sunday"
"370ceb9dc769dda04aa208f72fcc9479689fd2ea","06-09","Monday"
"e4468ed38017f1782a5aea59c1d6a62eaca121b5","06-09","Monday"
"51dbbaf40b90aa676cc706fd8c40c12cac66b9cc","12-15","Monday"
"cc87ae578ebf930fe5e83bef515e07c327cac268","12-15","Monday"
"de585f521b5898ba7687072a7717fd3b67fa8c5c","15-18","Monday"
"c3df47efc2911706897bf577af8a475178de4b1b","15-18","Monday"
"dc9b516494ad5587d30b19d3b7cffc198c27a52c","15-18","Monday"
"016ce9948625a556093b0182439aa50314c651da","15-18","Monday"
"2f96127b9eb84c045632c44fdc6871e04d3b0634","18-21","Monday"
"45bd9c993ee87789e01aae55f8abb34a0ff1de48","18-21","Monday"
"e4eb19866eeddc5839fda0b444849b01ea1dbc39","21-00","Monday"
"10df7436f3bcdf8465b8cea536511d6126ae377c","03-06","Tuesday"
"8be3494621020f19b5149c570c0ceafdd2800b0d","03-06","Tuesday"
"e0f4de347fd22538b1fdc5cd303fd7ec55d970ab","03-06","Tuesday"
"f05beb721940c36f2c501ea8657516262b99c01e","06-09","Tuesday"
"256438c3d6a80c989c68d2e0f3c8549108770f0e","06-09","Tuesday"
"3a85d4e7e867357fb5456973544028e8249bff2f","09-12","Tuesday"
"06b5a1e8509e5ede94aedc1c9dba08115745e8c6","09-12","Tuesday"
"83f595097606bbe48d716b1c94eace7bd6ac4e77","12-15","Tuesday"
"b530d1e793469f8890d4fb5fb074d883b60fa92b","15-18","Tuesday"
"28f049ffbba8e8a73ec7567c3a41b8d84e1a14da","15-18","Tuesday"
"58784ade889b44c286f7b9f4bd466b1030d89eda","15-18","Tuesday"
"09d4718d3a46aecf3355d14d3d23022002f4a818","15-18","Tuesday"
"215a031f611d04d551ca5f95bb52496b4d5bc123","15-18","Tuesday"
"23b8e839a35e84d57c5cf38b0b21171ac3bd1ecc","18-21","Tuesday"
"2794c4172e7b7655b813236fe47222cec46f57e4","18-21","Tuesday"
"bb2a8f89f274cf0c5a4f5f8f2ce64094f9a21dab","18-21","Tuesday"
"771362af4784f3d913d6c3d3b44c78269280a96e","18-21","Tuesday"
"6693bdd72d70989f4400b5807e2945d814a83b85","18-21","Tuesday"
"14785bc84c984b8747fa062b84e800d22ddc0477","21-00","Tuesday"
"e585b588fc49b1b1c73a8952e9b257d7a9e13314","21-00","Tuesday"
"05b39cf2adb2998c01ff27057aeda585b4320d00","21-00","Tuesday"
"7b193970f8616647dc8fceecd075876297e0bb0d","21-00","Tuesday"
"c4790dfb89f3bbff9ddc0c72d54a12f9c71b81bb","21-00","Tuesday"
"1fb28312393a59bb064e4a1cade59de5c86ef16a","21-00","Tuesday"
"25526a112fb81a88d6c29e914bdf0c05b749189c","21-00","Tuesday"
"0bc689ee6d4b6967d7ae99a202031aac14d181a2","21-00","Tuesday"
"46ee1c2c8d3d0e5793f42fd10bcd80150caa538b","21-00","Tuesday"
"be057d84ed3dc235610eea20a33a7f41a039d8fb","03-06","Wednesday"
"df4026a47aa6141142e186ec853ba286c2be0e95","03-06","Wednesday"
"c6d856904ab794d147fffed7c3b2caa59e3cecec","06-09","Wednesday"
"3d8e214e9027221c1f1e9bffdd2756860e60bcfd","09-12","Wednesday"
"b6ec05187e14f7ca9814b4ce90755f538a1a7d7a","09-12","Wednesday"
"bd2f156bc842f201c736709dae65d04f08573bae","09-12","Wednesday"
"fb54e1fcaa046885b14b01edea9342631908d051","09-12","Wednesday"
"c51c80f3e538bc5df968d711d8ac1bf68d536a27","09-12","Wednesday"
"5c0fca6440fae3ece915b365e1f06eb30db22d81","09-12","Wednesday"
"98c47f48e1b292d535d39cc3349660aa736d76cd","15-18","Wednesday"
"1d60332cf82325b80e76a6771bca192c1477d594","15-18","Wednesday"
"f29ec6392691daa79762163b270921f251f8047c","15-18","Wednesday"
"c947533dba02b443595068f403429e233a648faa","18-21","Wednesday"
"8c37b74a208a808d905c1b86d081d69d7a1aa900","18-21","Wednesday"
"d1aa509bbd1941ceb3fe31789efeebbddd58d32f","18-21","Wednesday"
"d029e043f43bf8cca475e7ade66a978f7ad8cb90","18-21","Wednesday"
"b1b69af88f9e24db2d1f003435d8ee8cdb6933b0","18-21","Wednesday"
"73dd48083d1102b81b76ff6f5668cc41261c362e","21-00","Wednesday"
"f9278495b930e070dea7dcb2b7fa05db601b3540","21-00","Wednesday"
"b6477d0c3d498a8a1962fa67e0a92326ee6393fb","21-00","Wednesday"
"462df0d05abbf023ea367ad2591cc889a49c815a","06-09","Thursday"
"b301d66b158d1223eb219faf8210a561d7140a32","06-09","Thursday"
"6b4350e89cd1b3cc66347b31b10337105ccb9907","06-09","Thursday"
"e2e707ca2720bf066228a136c36c17fd6eda802c","12-15","Thursday"
"f2e2125b070794b6a66fb3e2840ca14d07054cf2","12-15","Thursday"
"7d2ec76c72f70259b67af0047aa785b28668b411","12-15","Thursday"
"57b7ba16a3d860268f03cd2619e5d029c7994013","12-15","Thursday"
"8f5de83ee68c28100efc085add40ae4702bc3de1","12-15","Thursday"
"2ce51ac5d3b1e3bcb253b04bd72c04cfb2af700a","15-18","Thursday"
"4a525e85e31b26d413c986c86d181114bb37bd06","15-18","Thursday"
"f3f69bf1e0c025d260be91daada04476d2418e9d","15-18","Thursday"
"c0eaa9b25d11eeb6fba1b716323c4ff2c2dbd5e1","15-18","Thursday"
"a46b942f48880689a11d098aa1cac2ba1a0a56b6","15-18","Thursday"
"e781aef1a76f594392e0b8c4a13bbccef4bf8969","18-21","Thursday"
"8d2ced5e85ce58f905c7562da28a2e39798427fc","18-21","Thursday"
"779226706c1d64e0fe1e19c5f077ead9c9b4914a","18-21","Thursday"
"bd32467ede1a5a197e09456803f7cebaee9f9b77","18-21","Thursday"
"64a3787c2414cc5f2e07ff10477c824efc2e9a5d","06-09","Friday"
"dd937e51fe1ae3cd36a6993bd42e425960644e1d","06-09","Friday"
"7e06c80702a16db466e6321f7a46cd94c19058c8","06-09","Friday"
"d6e254db689db070f2f181006e7d6bc593482300","06-09","Friday"
"b6ca28e55026acb98fb50aa098c7f621a165cd62","09-12","Friday"
"ead2530d3500dd27df54383a0802b6c94828c359","09-12","Friday"
"1b599c9fbfb6151a41a588edaa786745f50eec38","09-12","Friday"
"ef49e595f1ab729cdb72198a3ee47c7dcd182da2","09-12","Friday"
"ba05a1e8706abffe057fa83d891b44125d5913e6","12-15","Friday"
"4501f8b352aee9c2cd29126a64cab62fa19fc49d","12-15","Friday"
"d117728cd6f337266bebcf4916325d5de815fe03","18-21","Friday"
"df4c8837d022e66921bc0cf33f3249b235de6fdd","06-09","Saturday"
"4d84e304b86c97d0437fddbc6b6757b5201eefcc","21-00","Saturday"
"f6db66e16374e504665972feba0831d4148c6d50","21-00","Saturday"
"4efbcdc8fc48e929f18fbe75c61a5125072f71fc","21-00","Saturday"
"2811ba710991d71466afa21c500ee55aeda5d8a1","06-09","Sunday"
"05bd90f563649f2e9c8f0c85cf5838315a665a02","09-12","Sunday"
"00bf2ab2191fd7ebce34583007a4c06b7561b360","15-18","Sunday"
"1c07ef076108e2eb92a596ff27ea4eb6099893db","18-21","Sunday"
"88da71ed1fdffc558de28d5c3fd78e5ae1ac4e8c","21-00","Sunday"
"5c72befcfde63ade2870491cfeb708675399d9d6","06-09","Monday"
"b6eeccdfb67409f5035adc3ab8af97c4c03a40dc","06-09","Monday"
"1f22db7ed395ab88270faa3c1eee6c7ade53fcc7","06-09","Monday"
"c03d7b7c337df7eee4cc7722a1c8da56abd7027a","09-12","Monday"
"1065687ec6df2b9b3557e38a67e71f835796427f","12-15","Monday"
"985a6cd2a84daa4511649dfdc9e94b704de5c6d1","12-15","Monday"
"42eb93b87b8877af5fbb3244cff786c636f1ec4f","12-15","Monday"
"2b5d4e319b82267349aa20cb3230f3b2ad35adce","21-00","Monday"
"17132ef4c65b842dab4ff311fd2b0e6d08969e1b","21-00","Monday"
"bc212f80e89e3d460e6320db0983126cea9300e0","06-09","Tuesday"
"d7c966441ee57da6f612d9c0d41a37a9ff323de7","06-09","Tuesday"
"702209898eeb3061024bdedc5ac7b4d48c13108c","09-12","Tuesday"
"1c1dbd872d5378856b4242961dcdf77c7f0dd712","09-12","Tuesday"
"3c3c337edd6a6905c958206dc8f9fe4303c856eb","12-15","Tuesday"
"e4c3ecf8ceaefa17525b495e4bcb5b2f41309603","12-15","Tuesday"
"d1625188ff20b4b6a3bf8f41792c4d16b79c8bf1","12-15","Tuesday"
"575bf2f04089b7c99a8ee30637f1d88492ef4742","15-18","Tuesday"
"836bdb29c0c455a5e9f84957947452e50c4d477e","15-18","Tuesday"
"65fad4affc24b33c4499ad0fbcdfff535fbae3bf","15-18","Tuesday"
"1d6f6131df7e420b9e9dd1535ea7cd1a29e3c548","18-21","Tuesday"
"9ef9dc46f393a9e093b2d30928c30e72508b9394","18-21","Tuesday"
"c68a319f04d90bd91a116d80a1f0d2b06879571e","18-21","Tuesday"
"5623a21a1fc738ccb97ade4d4197b181bf1128d4","18-21","Tuesday"
"8a6766f0b95cd270b52117115de48fa328bac18c","18-21","Tuesday"
"891c2e401928ecafea78f7c6c3b453663ef03dce","18-21","Tuesday"
"56eae9c9a4b784e7b239335560c31ed30f57e0a1","18-21","Tuesday"
"c2b9fcc108eae4373350fd0559d6c166853bec40","18-21","Tuesday"
"bc3b2d16d3563d5b9bccd283db3f9e290d1d823d","18-21","Tuesday"
"ab2c861dd8a96f22b0fda692368ce9b103175322","18-21","Tuesday"
"f8593503cbe252c2f4dc5ff48a3f292c9e13baad","03-06","Wednesday"
"1240dcc167c4b47331db81deff61fc688df118c2","06-09","Wednesday"
"cb4927a01887e2413c45d8d9cb63e74aa994ee74","06-09","Wednesday"
"43f3e57bf162293b92154f16a8ce33e6922fbf4e","06-09","Wednesday"
"a8e4b8aee602e8c672ab879b7392a65b5c2bb34e","06-09","Wednesday"
"7722b6f226e9db3a89b01b89db5fdb7a1ab2256f","06-09","Wednesday"
"61f33304d587b3b0a48a876d3bfedab82e42bacc","06-09","Wednesday"
"e53320d62030a53c6ffe896434bcf0fc85803f31","09-12","Wednesday"
"c8a3c112a7bae345d37bb8b90d68c8d6ff2ef8fc","09-12","Wednesday"
"41954fe194afcd316153ae18f9e7448af4a7f368","09-12","Wednesday"
"ee4a838d49461b3b053a9cbe660dbff06a17fff5","12-15","Wednesday"
"3878fe6fab3ccc1461932b456c48996f2763139f","12-15","Wednesday"
"68517c1765b4b5a87b7ab82129393f2fd7631e0c","15-18","Wednesday"
"383efbcbe00a0ce25251ba3a06a625f0ae40d806","15-18","Wednesday"
"d3f0900bbb68bda36f81475bf64d83d51ee32b22","15-18","Wednesday"
"e45bee884068399e7265421511e17fed106ce5b4","18-21","Wednesday"
"d6b5b782c6e23a7c48709b30da47b043dac424e2","18-21","Wednesday"
"d01248382fe45a5f5a7fdeed4082a80c5f814ad8","18-21","Wednesday"
"f6115a349df254d61894f6ddfe4add2404da81c7","03-06","Thursday"
"225e3041d269698d0456e09586924c1898d09434","03-06","Thursday"
"3318212482c6e11ac5c2e2828f7e467bca5b7245","03-06","Thursday"
"21e8f878a3c91250d0d198c6c3675b4b350fcb61","06-09","Thursday"
"2b841f799a74906709b8c0e6d719fb676d946129","06-09","Thursday"
"e4757d6dfa6e7385eb90c38c60ab8fefa24e7a0e","06-09","Thursday"
"becfb3c64f42533d6b8c6806c290952d84bc76a0","06-09","Thursday"
"e7587b3369af30848c3cf1c7eff9e801b1440793","09-12","Thursday"
"9a0f41ba53185031bc2aa56ead2928ae4b20de99","09-12","Thursday"
"7a3bc8d7c85448447abd39287ef6a3704b237a90","09-12","Thursday"
"a7fc784e0dfbfa063c5876b1e22200f2814376ec","09-12","Thursday"
"ef0ed1aacc208be9e52a35211d2beaefb735173a","12-15","Thursday"
"89d5e8b456c3f8e2cbe2691a4e1fa52ef2c1b6c5","12-15","Thursday"
"ef75a3a6757a033586c933f7b62ab86f846af754","15-18","Thursday"
"9985c3571175d054bfabef02979ecc934e6aae73","15-18","Thursday"
"ee38382efa54565c4b389eaeb536f0d45e12d498","15-18","Thursday"
"358e6e8fa18166084fc17b23e75c6c29a37f245f","18-21","Thursday"
"bb97bf21fd320c593b77246590d4f8d2b0369c24","21-00","Thursday"
"b3db4de4985eccb859a30a07a2350499370c6a9a","21-00","Thursday"
"2d690de110825ba09b9445967b47c44edd8f151c","21-00","Thursday"
"d49d8856eb33c0c01c0ea70311ff7ca64b7c3e22","06-09","Friday"
"4bbb633830f8380d7776d12ddd3557dcaaa3133f","06-09","Friday"
"b1c1f97744e735c5230fc658cf8deb71aa770f9b","06-09","Friday"
"53d9421905c3c268744c3e43601db63bc7b6fa87","09-12","Friday"
"26bb408d17d6eecb6f67e31e536f052a37a66db8","09-12","Friday"
"3ed5b7ad3e9144b11563bea74c8d619b33ba1c6c","09-12","Friday"
"907aeeb4d5068ac1dc7a59dc26196ee0a53f31f8","12-15","Friday"
"3a14e845640c83850e1a43748903559ca1fcacd8","15-18","Friday"
"6c854dcb164caffea640b368eda94a2a9166fa97","15-18","Friday"
"05f1acfcb708a6785d5b60dd6a2a1ef930a73a7d","18-21","Friday"
"869f3a93a8873381a57382f8a0ab88879ca43f9a","18-21","Friday"
"8303ad1b94d3b541a63248f0af0fea2817a15356","18-21","Friday"
"723eb7d453e50fb82652a8cf1f6a538410be777f","18-21","Friday"
"9cb463e20e4557efb4d1a6320b196c65ae519c23","18-21","Friday"
"8c6751ff0f2056af1cb08cec03db8a4d6c913ca7","21-00","Friday"
"566bc1b68b4e1643761b4e8518e5e556b8e6e82c","21-00","Friday"
"257136786c9a3eebbae717738637ab24fd6ab563","03-06","Saturday"
"e70bee00cd12ecf1462485a747c0e3296ef7d48c","09-12","Saturday"
"4e30181afd03c66e6d43cc18494fb134cbd2316a","15-18","Saturday"
"e39362130b8659942672a728a233887f0b02dc8b","18-21","Saturday"
"92497fa727a23ef65478ef56572c7d71427c4a40","18-21","Saturday"
"0f73647bdab79ac6c30961222924f6166f75b55a","18-21","Saturday"
"c99c03135ca7e7c41e1c6d338de9e41422ea84f0","21-00","Saturday"
"f12233c123d70f4c59c490bed556ca40c8fcd4c8","21-00","Saturday"
"d97bb4117fbbb5b9090711481988225ff6521ac2","21-00","Saturday"
"8690d3fe98865c5385cb43393c049f85306df614","21-00","Saturday"
"c6f151fa8f569687f3d889bce04bc270f114d208","21-00","Saturday"
"156b85ad85ded6131e0902a4e00c27506eee62f3","21-00","Saturday"
"ea420eee2a6e37977ba16e1a6bdaeb92c0f86937","06-09","Sunday"
"d27532b21abd3db9695a66d1df783babe872d856","06-09","Sunday"
"ccbf1b125b583ab930a128b1bb8315c6ae5544ea","06-09","Sunday"
"5d8c54ec52723d9595d1c300e0ae57b2fc10cb2d","06-09","Sunday"
"afcb63e806755f07cb1d435ef050bfaf96f99c4a","12-15","Sunday"
"cd1ac927a7c8451fb27547ee9dc94950214df393","15-18","Sunday"
"59c49044c60d2b6222cd8502c236c0ae92be6044","15-18","Sunday"
"63a9591a4c09135b25e358ab8040b9d1f3ca0d81","15-18","Sunday"
"b9387b9fb37ca97886ab7c7b59137de3282281d7","18-21","Sunday"
"a99721dce846aa0cbb9df0a4dbd69be98d7f0724","21-00","Sunday"
"f7fdd1538ec4610ed584d23282a36090f7317a21","21-00","Sunday"
"17e9434dee7de5848058a64f30b832fc8f3c0400","21-00","Sunday"
"a3fa12ce3c82388e761e1ea248d4ed5a2e68238d","21-00","Sunday"
"050c6b725dc302db4df5ce48923d2c15da512455","21-00","Sunday"
"5a1dd8622c2108f07bab99038fd14836b75cd7c2","00-03","Monday"
"3720e28d582c4edc29e8433dce05a639a503f755","00-03","Monday"
"76021ef8cd630826d9524e9984d1a2a7d9c57549","03-06","Monday"
"2aa3cfb6abd10779029b0c072493a1c1ed820b77","06-09","Monday"
"bc97646b262e7f338b4f3d4dce199e640e24e250","06-09","Monday"
"b3c6e00b0e1b1c4a642e0616f4c12e1a62288fc2","09-12","Monday"
"8b4d6a8893bd8db626c6022923f017d832160759","12-15","Monday"
"60eccf0fca2ccc0e746f1cd6225ba6e8ef896b05","12-15","Monday"
"48edb2bbd8d223db79ad8a2f94d1c9c335276f1a","12-15","Monday"
"09fb2d7b68aae2d3b9be35cd9ffa4ce7883f7caf","15-18","Monday"
"e6d5864800ef0214db20a8007eac1d9d284eacab","15-18","Monday"
"86210bcd8c80082b8ecd3979036d80d43b4c5426","18-21","Monday"
"3b97eb08c0280a5a63b6b165a31a0413b98f7032","18-21","Monday"
"8e772b51d503c5a35528f157c32add0627c3c898","06-09","Tuesday"
"aee093a24c929f4e5cab95928641124a16696cb8","06-09","Tuesday"
"d6a4f851e0a0c3d99b327b7fca23fa002a915df7","06-09","Tuesday"
"05377b319b5faf08322253d726157a7130d5c30e","06-09","Tuesday"
"3a8da4b55b363b5b74d78b7d481dc7544afd36cb","09-12","Tuesday"
"3f6ac2f216808cb3f227bb77ba751cb17fbd2a14","09-12","Tuesday"
"86c6cc9a9aea58dce5c7691717382d6c6911d1e1","09-12","Tuesday"
"2ad91a7808e97a70386513e016bdc08dbb8b72d0","09-12","Tuesday"
"50ca5c1f52673197d947e5da7625e25c8c8de40d","15-18","Tuesday"
"e82f7f30bebd5ed0a41409002b7f4b0414c8dd01","15-18","Tuesday"
"217fc91c6d76b7cf7d9af2542bf0c6f328553387","15-18","Tuesday"
"e83bcfffa2844674858d4226674a5fac4708766c","15-18","Tuesday"
"12d62e62c483a8f97119c3afe470ba06e250ea9a","15-18","Tuesday"
"410d0c0f86aaec71e2c0050f5adbc53fb7b441e7","18-21","Tuesday"
"394cedb01abd6539f6334a40757bf186325eb1dd","18-21","Tuesday"
"fa3be084a1cd84242893a3367ac2c0c4d3a4f480","21-00","Tuesday"
"50a68c6c4ecb0a45272be7df7939ded6f28cf2f9","21-00","Tuesday"
"977b9aee2b5a32182bb2dce348d962069693bb0c","21-00","Tuesday"
"f7d4d98f2b531378613a180de86620a2b0e5d925","21-00","Tuesday"
"46715164caf2fadf698f28f1a54443f58b9eb5e8","00-03","Wednesday"
"2f44ea5996b9664865d6d891537f770caed19a0d","03-06","Wednesday"
"fd2687d0d51fa444f63aac705d843f30e5922319","06-09","Wednesday"
"a67427af3738218786f3745d9737f462c70d4233","06-09","Wednesday"
"40d54eac1a2f35167bdd179fda3fd018fe32d116","06-09","Wednesday"
"04a6e850e7d4437fe93a60d713c1d82e8f23885f","06-09","Wednesday"
"b3ce1161926efb880c3f525ac0a031ab4812fb95","09-12","Wednesday"
"a2ae2265ce960d65bc3c4bf805ee77954a1f895c","09-12","Wednesday"
"4d3c832c6afb0d5f85dbad85739bbd7476236f8d","09-12","Wednesday"
"b6888e275b1c32a0554b48515f68ba49ec7d9b17","12-15","Wednesday"
"f675c4d34c64235358605bc92d61eaf0204c4fee","15-18","Wednesday"
"dd43b3916dca9f5ed056d4dc3bfc027faba627ca","15-18","Wednesday"
"fcbf15947f2f271d502bc6f4b9e3d0bada072d84","15-18","Wednesday"
"e7f59a913e1fcf9052e69f62af9fe23901f1a358","18-21","Wednesday"
"5ef886e97608ab8c97fa70c3fcd067b2748be4f6","18-21","Wednesday"
"624211f33f30d0147b9daeb5913d2eb01861a842","18-21","Wednesday"
"01b1b30b158b7335ffe7d6bc9e1e8bdda9ce2bcf","18-21","Wednesday"
"ae29225ff54e8f3bc4fa6934c59b84852c93c713","21-00","Wednesday"
"4a12bdb2451aa53626da05d197d85c2a34d459fc","03-06","Thursday"
"bf68e1060b0214ee195c61f9d7be992161e25589","03-06","Thursday"
"145b16caaa43f0c42bffd97344df916c602cddde","06-09","Thursday"
"e01323635a88ecf313a415ea41d32d6d28fa0794","12-15","Thursday"
"44b4a3755deea23f8ff0eb1316db880b1d64812c","15-18","Thursday"
